ArrivalRegion	SourceRegion	NISDens	TotDens	PropNIS	CPNIS	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous	Non-indigenous
2	2	0	37933.47488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	38216.56051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	55732.48408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	49796.5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	39455.06016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	111252.6539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	38128.09625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	8917.197452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	90056.61713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	22027.60085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	54847.84147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	247.6999292	208006.0156	0.001190831	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.6999292	0
2	5	0	96602.9724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	7	19.81599434	772.8237792	0.025641026	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.661712668	0	0	0	0	0	11.32342534	0	2.830856334	0	0	0	0	0	0	0	0	0	0	0	0
3	7	4.953998585	29.01627742	0.170731707	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.415428167	3.538570418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	7	249.1153574	253.3616419	0.983240223	5	0	0	0	8.492569002	0	0	0	0	0	0	0	0	0	0	1.415428167	0	0	0	0	4.246284501	0	233.5456476	0	0	1.415428167	0	0	0	0	0	0	0	0	0	0	0
3	7	1281.843581	1378.479239	0.929896907	8	0	1068.676688	0	0	0	0	0	0	0	0	0	0	0	0	0	2.842225235	0	0	0	2.842225235	56.8445047	8.526675705	85.26675705	0	0	0	0	0	11.36890094	0	0	45.47560376	0	0	0	0
3	7	111.8188252	127.388535	0.877777778	8	0	18.40056617	0	0	0	0	0	0	0	0	0	0	0	0	0	48.12455768	0	0	0	2.830856334	1.415428167	0	5.661712668	24.06227884	0	0	0	7.077140835	0	0	4.246284501	0	0	0	0	0
3	7	446.8708927	519.6643413	0.859922179	8	0	2.696053651	0	0	0	0	0	0	0	0	0	0	0	0	0	2.022040239	1.348026826	0	0	2.696053651	0	66.05331446	368.6853368	0	0	0	0	0	0	0	0	0	2.696053651	0	0	0.674013413
3	2	4076.433121	5057.79665	0.805970149	11	0	283.0856334	0	0	0	0	0	18.87237556	358.5751356	0	0	0	585.0436424	0	0	18.87237556	0	0	0	245.3408823	0	679.4055202	1151.214909	0	0	0	0	18.87237556	0	0	0	0	679.4055202	37.74475112	0	0
3	7	514.9462474	548.6469181	0.938574939	10	0	168.5033532	0	0	0	0	0	0	4.044080477	0	0	0	0	0	0	0	0	0	0	13.48026826	0	113.2342534	168.5033532	0	12.13224143	0	0	29.65659017	0	0	1.348026826	0	2.696053651	1.348026826	0	0
3	7	63.69426752	65.10969568	0.97826087	5	0	18.40056617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.246284501	9.907997169	0	25.47770701	0	0	0	0	0	5.661712668	0	0	0	0	0
3	7	3853.824873	4014.668983	0.959935897	13	0	6.433764396	0	0	6.433764396	0	0	0	32.16882198	0	0	0	6.433764396	0	0	12.86752879	0	12.86752879	32.16882198	25.73505758	0	373.1583349	2682.879753	6.433764396	0	0	0	604.7738532	0	0	51.47011516	0	0	0	0	0
3	7	121.0191083	128.8039632	0.93956044	11	0	2.123142251	0	0	0	0	0	0	0	3.538570418	0	0	0	0	0	0	0	0	3.538570418	0.707714084	0	2.830856334	89.17197452	7.784854919	0	6.369426752	0.707714084	2.123142251	0	2.123142251	0	0	0	0	0	0
3	7	124.7346072	213.1988677	0.585062241	8	0	4.423213022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884642604	0	0.884642604	0	0	0	14.15428167	76.07926398	3.538570418	0	0	0	21.23142251	0	0	3.538570418	0	0	0	0	0
3	7	2578.101304	2588.211505	0.99609375	9	0	0	0	0	0	0	10.11020119	0	30.33060358	30.33060358	0	0	0	0	0	10.11020119	0	0	0	60.66120716	0	2234.354464	0	0	60.66120716	70.77140835	0	70.77140835	0	0	0	0	0	0	0	0
3	7	725.7286238	864.6979348	0.839285714	8	0	0	0	0	0	0	10.29402303	0	2.573505758	2.573505758	0	0	0	0	0	20.58804607	0	0	0	79.7786785	0	465.8045422	0	0	108.0872418	36.02908062	0	0	0	0	0	0	0	0	0	0
3	7	3.216882198	4.825323297	0.666666667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412661648	0	0	0	0	0	0.804220549	0	0	0	0	0	0	0	0	0	0
3	7	27.84448853	436.2303203	0.063829787	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.640748089	0	0	0	23.20374044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	7	0.73720217	28.75088464	0.025641026	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73720217	0
3	7	101.7944915	130.8786319	0.777777778	10	0	0	0	0	0	0.969471347	0	0	0	0	0.969471347	0.969471347	0	0.969471347	0	4.847356736	0	0	0	60.10722353	0	3.877885389	0	0.969471347	0	26.17572638	0	0	0	0	1.938942695	0	0	0	0	0
3	7	1456.947393	1468.270819	0.992287918	8	0	0	18.87237556	0	0	0	0	0	13.21066289	0	0	0	0	0	0	0	0	5.661712668	0	81.15121491	0	388.7709365	0	0	326.4920972	617.1266808	0	0	0	0	5.661712668	0	0	0	0	0
3	7	653.2745386	715.4911614	0.913043478	6	0	0	11.66561676	11.66561676	0	0	0	0	0	3.88853892	0	0	0	0	0	0	0	0	0	23.33123352	0	431.6278202	0	0	0	171.0957125	0	0	0	0	0	0	0	0	0	0
3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	3	69.13474875	56804.01152	0.001217075	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	63.3735	5.7612	0.0000
3	3	33.10605252	12616.60023	0.002624007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.1061	0.0000	0.0000
3	3	40.64867172	3516.110103	0.011560694	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.8739	6.7748	0.0000
3	2	0	57768.79547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	2	0	82970.91217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	2	42.5	47824.49915	0.000888666	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	42.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0	27093.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	26980	32780	0.823062843	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13173.3333	13806.6667	0.0000
3	3	2998.062016	61775.84109	0.048531302	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.1137	1998.7080	0.0000	0.0000	0.0000	0.0000	461.2403	0.0000	0.0000
3	3	1710	144210	0.011857708	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	570.0000	0.0000	570.0000	570.0000	0.0000
3	3	1794.871795	8666.493404	0.207104732	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	41.2614	0.0000	0.0000	0.0000	0.0000	1340.9962	412.6142	0.0000
3	3	2860.791826	9476.372925	0.301886792	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2298.8506	561.9413	0.0000
3	3	3092.248747	7814.52009	0.395705521	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2421.0630	671.1858	0.0000
3	3	51968	53360	0.973913043	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23896.0000	28072.0000	0.0000
3	3	17367.61905	18800	0.923809524	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11459.0476	5908.5714	0.0000
3	2	80517.07317	241858.5366	0.332909784	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	78365.8537	2151.2195	0.0000
3	2	80641.35817	440697.9486	0.182985554	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	77104.4565	3536.9017	0.0000
3	2	131885.6576	353265.1544	0.373333333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	127175.4556	4710.2021	0.0000
3	3	0	110468.7353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	2	428.7245445	96463.02251	0.004444444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	428.7245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	2	3254.099403	204194.7375	0.015936255	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813.5249	1627.0497	0.0000	0.0000	0.0000	0.0000	813.5249	0.0000	0.0000
3	3	2763.018066	297024.4421	0.009302326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2763.0181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0	36137.87991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	3168.760503	214683.524	0.014760148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3168.7605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	276.6123524	26608.74232	0.010395544	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	92.2041	184.4082	0.0000
3	2	2449.544169	8391.934486	0.291892671	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	22.0057	0.0000	0.0000	0.0000	956.3030	1471.2355	0.0000
3	2	58950	291600	0.202160494	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27450.0000	31500.0000	0.0000
3	3	4280	6680	0.640718563	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2240.0000	2040.0000	0.0000
3	3	48355.10294	854199.6901	0.056608664	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	4.4277	0.0000	0.0000	0.0000	48350.6752	0.0000	0.0000
3	3	3167.22973	242609.7973	0.01305483	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	2533.7838	0.0000	0.0000	0.0000	0.0000	633.4459	0.0000	0.0000
3	3	292.3290302	56711.83186	0.005154639	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	146.1645	0.0000	0.0000	146.1645	0.0000	0.0000	0.0000	0.0000
3	3	102437.1661	124087.9236	0.825520833	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	107.7152	0.0000	0.0000	0.0000	0.0000	89403.6255	12925.8254	0.0000
3	2	2079.368763	130712.4623	0.015907961	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.7879	345.7879	4.6414	0.0000	0.0000	0.0000	1383.1515	0.0000	0.0000
3	3	552.6770294	67780.6563	0.008153905	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	259.0674	293.6097	0.0000
3	3	0	118957.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	9929.364279	127978.4729	0.077586207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	9929.3643	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	25041.22861	213141.6203	0.117486339	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	24458.8745	0.0000	0.0000	0.0000	0.0000	582.3542	0.0000	0.0000
3	2	268.7679433	32162.54352	0.008356551	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	122.1672	0.0000	0.0000	0.0000	0.0000	146.6007	0.0000	0.0000
3	3	460.2615694	3893.045775	0.118226601	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	76.7103	383.5513	0.0000
3	2	164.2829532	3417.244337	0.048074687	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	131.4264	0.0000	0.0000	6.5713	0.0000	26.2853	0.0000	0.0000
3	3	6860	15620	0.439180538	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	160.0000	0.0000	0.0000	0.0000	0.0000	2240.0000	4440.0000	20.0000
3	3	51.09309752	28535.49496	0.00179051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	51.0931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	80.00	560.00	0.14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	80.0000	0.0000	0.0000
3	3	380.00	1540.00	0.25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	40.0000	0.0000	280.0000	60.0000	0.0000
3	3	11360.00	197877.00	0.06	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7455.0000	3905.0000	0.0000
3	3	50.58	2396.52	0.02	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0141	0.0000	0.0000	0.0000	0.0000	0.0000	7.7809	7.7809	0.0000
3	3	20.00	3800.00	0.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0.00	2600.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	886.77	16153.23	0.05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	886.7692	0.0000	0.0000	0.0000
3	3	73.09	81133.97	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.0937	0.0000
3	2	71.40	3393.89	0.02	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.2271	55.1720	0.0000
3	2	40.00	3800.00	0.01	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000
3	2	0.00	1560.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0.00	1160.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	0.00	1344200.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	23814.67	38637.00	0.62	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	17136.6667	0.0000	3604.0000	3074.0000	0.0000
3	3	16773.23	28242.00	0.59	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	166.1538	0.0000	0.0000	1595.0769	0.0000	11934.0000	3078.0000	0.0000
3	3	5257.78	30293.33	0.17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2426.6667	2831.1111	0.0000
3	3	990.00	125070.00	0.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	990.0000	0.0000	0.0000
3	3	980.00	6520.00	0.15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	260.0000	720.0000	0.0000
3	3	2300.00	69511.11	0.03	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1635.5556	664.4444	0.0000
3	2	1840.94	3817.38	0.48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	971.8659	869.0724	0.0000
3	2	2264.76	25586.73	0.09	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.3403	0.0000	0.0000	0.0000	534.3821	0.0000	916.0836	737.9563	0.0000
3	2	19482.57	162904.24	0.12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	899.1955	0.0000	2322.9216	16260.4512	0.0000
3	3	21713.50	82051.33	0.26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.8598	0.0000	0.0000	0.0000	0.0000	0.0000	13122.8016	8184.8402	0.0000
3	3	9240.00	336140.00	0.03	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	5600.0000	0.0000	0.0000	0.0000	0.0000	1680.0000	1960.0000	0.0000
3	3	2281.35	116786.21	0.02	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.1379	913.7414	35.2796	0.8820	0.0000	0.0000	365.4966	443.8173	0.0000
3	3	5680.00	349414.67	0.02	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2130.0000	3550.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	3	26026.00	337722.00	0.08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540.0000	0.0000	0.0000	0.0000	770.0000	0.0000	1848.0000	21868.0000	0.0000
3	3	30229.33	93877.33	0.32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	693.3333	0.0000	0.0000	416.0000	0.0000	16501.3333	12618.6667	0.0000
3	2	75882.37	166020.52	0.46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	445.4934	0.0000	0.0000	0.0000	0.0000	48261.7804	27175.0948	0.0000
3	2	9476.31	20050.15	0.47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	187.3846	0.0000	2328.9231	6960.0000	0.0000
3	2	33040.00	174346.67	0.19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20346.6667	12693.3333	0.0000
3	2	24248.31	47226.61	0.51	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	534.3790	0.8675	0.0000	0.0000	0.0000	13960.6503	9752.4160	0.0000
3	2	10274.60	23741.80	0.43	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	50.6762	0.0000	0.0000	0.0000	0.0000	8399.5819	1824.3436	0.0000
3	3	69866.67	125541.67	0.56	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	5021.6667	0.0000	0.0000	0.0000	0.0000	19431.6667	45413.3333	0.0000
3	2	4623.17	48740.93	0.09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	257.7976	0.0000	0.0000	0.0000	0.0000	2509.2298	1856.1426	0.0000
3	3	7656.00	811536.00	0.01	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	5220.0000	0.0000	0.0000	0.0000	0.0000	1392.0000	1044.0000	0.0000
3	3	64066.67	108190.00	0.59	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	1240.0000	0.0000	0.0000	0.0000	0.0000	21286.6667	41540.0000	0.0000
3	3	284.86	26873.57	0.01	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	147.1429	117.7143	20.0000
